,,Museum,,Species,Phylum,Class,Order,Family,Collector,Continent,Country,State,County,Locality,Sex,,,Latitude,Longitude,,,Date,Year,,Location_in_collections ,Beak_length_mm,Beak_width_ventral_base_mm,Anterior_nostril_tip_mm,Beak_depth_mm,Tarsus_length_mm,Wing_chord_mm,Notes
486831,2365154,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy Ct,Female,Yes,2365154,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2013-02-02,,"100% | 58.8 | none || no | 6x4mm, granular",,,,,,,,
486833,2365156,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy Ct,Male,Yes,2365156,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2013-02-20,,100% | 83.7 | scarce || no | 2x3mm,,,,,,,,
489094,2803656,FMNH,Birds,Sturnus vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. Radke,North America,USA,Illinois,Lake Co,Fort Sheridan,Male,Yes,2803656,42.2141,-87.8113,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2013-04-13,,| 92.9 | none | y | no | 14x8mm,"cabinet 478, shelf 10th from top",27.02,7.2,19.66,8.33,29.2,127,
490365,2779419,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy,Female,Yes,2779419,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2012-12-28,,"70% | 68.5 | trace | y | no | 4x2mm, smooth","cabinet 478, shelf 14th from top",24.26,7.18,17.33,7.2,26.84,121,
491363,2885736,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy,Female,Yes,2885736,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"100% || light | y | no | 6x2mm, granular","cabinet 478, shelf 15th from top",24.79,6.96,18.15,6.73,28.1,122,8-Feb-18
491364,2885737,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy,Male,Yes,2885737,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,100% || none | y | no | 3.5x2mm,"cabinet 478, shelf 15th from top",26.65,8.11,19.06,6.93,30.71,128,8-Feb-12
491365,2885738,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy,,Yes,2885738,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,100% || slight | y | no,,,,,,,,
491366,2885739,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy,Male,Yes,2885739,,,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,100% || light | y | no | 4x3mm,,,,,,,,
492418,2929336,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,Yes,2929336,41.8528,-87.6117,"skin(r),tiss",skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2014-04-30,,100% | 79.2 | none | y | no | 16x7mm,"cabinet 478, shelf 15th from top",25.9,7.4,18.02,6.6,31.71,125,
495699,2989443,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Loye,North America,USA,Illinois,DuPage Co,"Lisle, 801 Warrenville Rd",Female,Yes,2989443,,,"skin(r),tiss",||| Tissue,2014-10-12,,||| Yes,"cabinet 478, shelf 15th from top",26.69,7.14,18.03,6.87,29.39,120,
500375,3299910,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Pesch,North America,USA,Illinois,Cook Co,"Chicago, 2140 N Bell",Male,Yes,3299910,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2015-03-25,,100% | 52.6 | none || w | < .5mm,,,,,,,,
500376,3299911,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy,Male,Yes,3299911,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2013-05-10,,| 77.1 | low || no | 11.2x7.4mm,,,,,,,,
501294,3357099,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Loye,North America,USA,Illinois,DuPage Co,"Lisle, 901 Warrenville Rd",Male,Yes,3357099,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2015-10-17,,80% | 89.9 | moderate || b | 3.5x1.3mm,,,,,,,,
501295,3357100,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Loye,North America,USA,Illinois,DuPage Co,"Lisle, 801 Warrenville Rd",Female,Yes,3357100,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2015-10-17,,"100% | 89.3 | b || no | 4x1mm, smooth",,,,,,,,
505425,3574694,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Flint Creek Wildlife Rescue,North America,USA,Illinois,Cook Co,"Chicago, 1641 N Neva Ave",Male,Yes,3574694,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2008-12-22,,100% | 82.6 | heavy || no | 3.5x1.5mm,,,,,,,,
508901,3727129,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Mason,North America,USA,Illinois,DuPage Co,"Wheaton, Elm St and Washington St",Male,Yes,3727129,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2016-10-23,,| 69.8 |||| 4x3mm,"cabinet 478, shelf 4th from top",26.91,7.5,19.05,6.52,27.05,126,
508902,3727130,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Loye,North America,USA,Illinois,DuPage Co,"Lisle, 701 Warrenville Rd",Male,Yes,3727130,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2016-09-08,,| 77.2 | none || w | 2x1mm,,,,,,,,
509052,3727277,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. Pesch,North America,USA,Illinois,Cook Co,"Chicago, 155 N Harbor",Male,Yes,3727277,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-06-05,,10% | 81.3 | moderate || no | 1x1mm,,,,,,,,
509053,3727278,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,J. Raber,North America,USA,Illinois,Cook Co,"Chicago, 5255 N Pulaski Rd",Male,Yes,3727278,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-06-05,,0 | 61.2 | moderate || no | 1x1mm,,,,,,,,
509054,3727279,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,E. Graskamp,North America,USA,Illinois,Cook Co,"Chicago, 340 E Randolph",Male,Yes,3727279,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2016-09-27,,0 | 69.6 | none || wtb | 1x1mm,,,,,,,,
509055,3727280,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Wilson,North America,USA,Illinois,Cook Co,"Chicago, 333 E Benton",Male,Yes,3727280,,,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-05-29,,0 | 76.2 | trace || tb | 1x1mm,,,,,,,,
509056,3727281,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Poromanska,North America,USA,Illinois,DuPage Co,Carol Stream,Female,Yes,3727281,41.9125,-88.1348,"skin(r),tiss",skull | Weight | Fat || Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2017-01-21,,"100% | 56.8 | emaciated || b | 9.5x5mm, finely granular","cabinet 478, shelf 4th from top",26.69,7.17,19.08,7.67,29.95,120,
517790,,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,,North America,USA,Illinois,Cook Co,"Chicago, 155 N Wacker",Male,,,,,,,2018-12-10,,,,23.63,8.12,17.16,7.59,28.52,121,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72847973,18.86673469,7.701081081,29.02377104,123.1706081,
